time,Latitude,Longitude
234517,4202.1192,7141.7877
234518,4202.1192,7141.7877
234519,4202.1192,7141.7877
234520,4202.1192,7141.7877
234521,4202.1192,7141.7877
234522,4202.1192,7141.7877
234523,4202.1192,7141.7877
234524,4202.1192,7141.7877
234525,4202.1192,7141.7877
234526,4202.1191,7141.7877
234527,4202.1191,7141.7877
234528,4202.1191,7141.7877
234529,4202.1191,7141.7877
234530,4202.1191,7141.7877
234531,4202.1191,7141.7877
234532,4202.1192,7141.7877
234533,4202.1192,7141.7877
234534,4202.1192,7141.7877
234535,4202.1192,7141.7877
234536,4202.1192,7141.7877
234537,4202.1192,7141.7877
234538,4202.1192,7141.7877
234539,4202.1192,7141.7877
234540,4202.1192,7141.7877
234541,4202.1192,7141.7877
234542,4202.1192,7141.7877
234543,4202.1192,7141.7877
234544,4202.1192,7141.7877
234545,4202.1192,7141.7877
234546,4202.1192,7141.7877
234547,4202.1192,7141.7877
234548,4202.1192,7141.7877
234549,4202.1192,7141.7877
234550,4202.1192,7141.7877
234551,4202.1192,7141.7877
234552,4202.1192,7141.7877
234553,4202.1192,7141.7877
234554,4202.1192,7141.7877
234555,4202.1192,7141.7877
234556,4202.1192,7141.7877
234557,4202.1192,7141.7877
234558,4202.1192,7141.7877
234559,4202.1192,7141.7877
234600,4202.1192,7141.7877
234601,4202.1192,7141.7877
234602,4202.1192,7141.7877
234603,4202.1192,7141.7877
234604,4202.1192,7141.7877
234605,4202.1192,7141.7877
234606,4202.1192,7141.7877
234607,4202.1192,7141.7877
234608,4202.1192,7141.7877
234609,4202.1192,7141.7877
234610,4202.1192,7141.7877
234611,4202.1191,7141.7877
234612,4202.1192,7141.7877
234613,4202.1191,7141.7877
234614,4202.1192,7141.7877
234615,4202.1192,7141.7877
234616,4202.1192,7141.7877
234617,4202.1192,7141.7877
234618,4202.1192,7141.7877
234619,4202.1192,7141.7877
234620,4202.1192,7141.7877
234621,4202.1191,7141.7877
234622,4202.1191,7141.7877
234623,4202.1191,7141.7877
234624,4202.1191,7141.7877
234625,4202.1191,7141.7877
234626,4202.1191,7141.7877
234627,4202.1191,7141.7877
234628,4202.1191,7141.7877
234629,4202.1191,7141.7877
234630,4202.1191,7141.7877
234631,4202.1191,7141.7877
234632,4202.1191,7141.7877
234633,4202.1191,7141.7877
234634,4202.1191,7141.7877
234635,4202.1191,7141.7877
234636,4202.1191,7141.7877
234637,4202.1191,7141.7877
234638,4202.1191,7141.7877
234639,4202.1191,7141.7877
234640,4202.1191,7141.7877
234641,4202.1191,7141.7877
234642,4202.1191,7141.7877
234643,4202.1191,7141.7877
234644,4202.1191,7141.7877
234645,4202.1191,7141.7877
234646,4202.1191,7141.7877
234647,4202.1191,7141.7877
234648,4202.1191,7141.7877
